,Compoundid,phytochemical
4236,[Compound(158103)],gamma-schizandrin
4237,[Compound(101277401)],ganwuweizic acid
4238,"[Compound(3001662), Compound(634470), Compound(68781), Compound(468076), Compound(15608605)]",gomisin A
4239,[Compound(102450236)],schinchinenin A
4240,[Compound(102450237)],schinchinenin B
4241,[Compound(102450238)],schinchinenin C
4242,[Compound(102450239)],schinchinenin D
4243,[Compound(102450240)],schinchinenin E
4244,[Compound(102450241)],schinchinenin F
4245,[Compound(102450242)],schinchinenin G
4246,[Compound(102450243)],schinchinenin H
4247,[],schinchinenlactone A
4248,[],schinchinenlactone B
4249,[],schinchinenlactone C
4250,"[Compound(23915), Compound(3001664), Compound(468078), Compound(10455507)]",schizandrin
4251,[],wuweizisu A
4252,[Compound(443027)],wuweizisu C
4253,[],(-)-15-hydroxycalamenene
4254,[Compound(11276107)],(-)-cubebol
4255,[],(+)-ent-epicubenol
4256,[Compound(12304217)],4-epi-cubebol
4257,[Compound(10398656)],alpha-cadinol
4258,[],"caryolane-1,9/3-diol"
4259,[Compound(12312991)],caryophyllenol-I
4260,[Compound(6450454)],caryophyllenol-II
4261,[Compound(51394521)],ent-T-muurolol
4262,[],oxyphyllenodiols A
4263,[Compound(160799)],t-cadinol
4264,"[Compound(3084311), Compound(11990360)]",torreyol
4265,[],henrischinins A
4266,[],henrischinins B
4267,[],henrischinins C
4268,[Compound(11706586)],lancifodilactone I
4269,[Compound(11657186)],lancifodilactone J
4270,[Compound(11598937)],lancifodilactone K
4271,"[Compound(11692566), Compound(102185242)]",lancifodilactone L
4272,"[Compound(11519539), Compound(102185243)]",lancifodilactone M
4273,"[Compound(11649593), Compound(102185244)]",lancifodilactone N
4274,[Compound(46210711)],schilancifolignan A
4275,[Compound(46210712)],schilancifolignan B
4276,[Compound(46210713)],schilancifolignan C
4277,[],neglschisandrin C
4278,[],neglschisandrin D
4279,[Compound(102144622)],neglschisandrin E
4280,[Compound(102144623)],neglschisandrin F
4281,[],"(+/-) 5,8-epoxyl-6, 7-dimethyl-2',3',2"",3""-dimethylenedioxy-4', 1""-dimethyl-1,2:3,4-dibenzo-1, 3-cyclooctadiene"
4282,[Compound(91864462)],angeloylgomisin O
4283,[Compound(91864463)],angeloylisogomisin O
4284,"[Compound(338282), Compound(44575997), Compound(44567511)]",kadsulignan L
4285,[],propindilatone E
4286,[],propindilatone F
4287,[],propindilatones G
4288,[],propindilatones H
4289,[],propindilatones I
4290,[],propindilatones J
4291,[Compound(5318785)],tigloylgomisin P
4292,[Compound(443027)],wuweizisu C
4293,[],rubriflorin A
4294,[],rubriflorin B
4295,[Compound(16736658)],rubriflorin C
4296,[],rubrilignan A
4297,[],rubrilignan B
4298,[Compound(71522019)],schisphenlignan A
4299,[Compound(71530364)],schisphenlignan B
4300,[Compound(71530365)],schisphenlignan C
4301,[Compound(102189865)],schisphenlignan D
4302,[Compound(71530493)],schisphenlignan E
4303,[],schisphenlignan F
4304,[],schisphenlignan G
4305,[],schisphenlignan H
4306,[],schisphenlignan I
4307,[],schisphenlignan J
4308,[],schisphenlignan K
4309,[Compound(102031675)],sphenadilactone C
4310,[Compound(25180763)],sphenasin A
4311,[Compound(46832245)],marlignan A
4312,[Compound(46832246)],marlignan B
4313,[Compound(46832247)],marlignan C
4314,[Compound(46832248)],marlignan D
4315,[Compound(46832249)],marlignan E
4316,[Compound(46832250)],marlignan F
4317,[Compound(46888562)],marlignan G
4318,[Compound(46832523)],marlignan H
4319,[Compound(46832524)],marlignan I
4320,[Compound(46832525)],marlignan J
4321,[Compound(46832526)],marlignan K
4322,[Compound(46832527)],marlignan L
4323,[Compound(71576922)],marlignan M
4324,[Compound(71577339)],marlignan N
4325,[Compound(11632757)],marlignan O
4326,[Compound(71576923)],marlignan P
4327,[Compound(71577007)],marlignan Q
4328,[Compound(71577008)],marlignan R
4329,[Compound(71577009)],marlignan S
4330,[Compound(71577010)],marphenol C
4331,[Compound(71577011)],marphenol D
4332,[Compound(86575063)],marphenol E
4333,[Compound(86575064)],marphenol F
4334,[],"1, 2, 5-trihydroxy-6, 8-dimethoxy-9H-xanthen-9-one"
4335,[],"1, 3, 6-trihydroxy-2,7-dimethoxyxanthone"
4336,[],"1, 3, 8-trihydroxy-2-methoxyxanth-one"
4337,[],"1, 3, 8-trihydroxy-4-methoxyxanthone"
4338,[],"1, 5-dihydroxy-2, 6, 8-trimethoxy-9H-xanthen-9-one"
4339,[],"1, 7-dihydroxy-9H-xanthen-9-one"
4340,[],"1,7-dimethoxy-9H-xanthen-9-one"
4341,[],"3, 4-dihydroxybezoic acid"
4342,[],"3, 8-dihydroxy-1, 4-dimethoxy-9H-xanthen-9-one"
4343,[],3-hydroxy-4-methoxylbenzoic acid
4344,[],3-O-beta-D-glucopyranosyl-spinasterol
4345,[],"4, 6-dihydroxy-1, 5, 7-trimethoxy-9H-xanthen-9-one"
4346,[],"4-hydroxy-2,6-dimethoxy-benzophenone"
4347,[],"4-hydroxy-3, 7-dimethoxy-9H-xanthen-9-one"
4348,[],"7-hydroxy-1, 2, 3, 8-tetrame thoxyxanthone"
4349,[],"7-hydroxy-1, 2, 3, 8-tetramethoxy-9H-xanthen- 9-one"
4350,[Compound(442508)],aucuparin
4351,[Compound(5280536)],coniferaldehyde
4352,[],securiphenone B
4353,[],securisteroside
4354,[],securixanside A
4355,[],securixanside B
4356,[],securixanside C
4357,[Compound(5323522)],securixanthone A
4358,[Compound(12133313)],securixanthone B
4359,[Compound(5281331)],spinasterol
4360,[Compound(124355873)],securinol A
4361,[],securinol B
4362,[],securinol C
4363,[Compound(102148318)],secu'amamine B
4364,[Compound(102148319)],secu'amamine C
4365,[Compound(24762835)],secu'amamine D
4366,[],"(-)-olivil(4), beta-sitosterol"
4367,[Compound(11604108)],(-)-syringaresinol
4368,[],(+)-meduiresinol
4369,[Compound(73399)],(+)-pinoresinol
4370,[Compound(68262)],"2,6-dimethoxy-p-benzoquinone"
4371,[Compound(8468)],4-hydroxy-3-methoxybenzoic acid
4372,[Compound(6918774)],corosolic acid
4373,"[Compound(5742590), Compound(296119), Compound(45358119), Compound(137705755), Compound(71628), Compound(5458359), Compound(12309072), Compound(129316834)]",daucosterol
4374,"[Compound(5742590), Compound(296119), Compound(45358119), Compound(137705755), Compound(71628), Compound(5458359), Compound(12309072), Compound(129316834)]",daucosterol
4375,[Compound(10494)],oleanolic acid
4376,[Compound(985)],palmitic acid
4377,[],uroslic acid
4378,"[Compound(22213452), Compound(543306)]",urs-12-en-28-ol
4379,[Compound(5280443)],apigenin
4380,[],apigenin-7-O-glucuronic acid
4381,[],ladanetin
4382,[],ladanetin-6-O-beta-D-glucoside
4383,[Compound(31161)],pedalitin
4384,[],pedalitin-6-O-glucoside
4385,[Compound(2758)],"1,8-cineole"
4386,[Compound(5281520)],alpha-humulene
4387,[Compound(6654)],alpha-pinene
4388,[Compound(7462)],alpha-terpinene
4389,[Compound(14896)],beta-pinene
4390,"[Compound(6448), Compound(93009), Compound(442460), Compound(6950274), Compound(443131), Compound(3034424), Compound(12097317), Compound(44630108), Compound(57505377)]",bornyl acetate
4391,[Compound(6616)],camphene
4392,[Compound(22311)],limonene
4393,[Compound(10703)],O-cymene
4394,"[Compound(5281515), Compound(5281522), Compound(26318), Compound(5354499)]",trans-caryophyllene
4395,[Compound(12388)],tridecane
4396,[Compound(10398656)],alpha-cadinol
4397,"[Compound(19725), Compound(70678558), Compound(442355), Compound(25245021), Compound(92042749)]",alpha-copaene
4398,[Compound(17100)],alpha-terpineol
4399,[Compound(119034)],Asiatic acid
4400,[Compound(6918391)],beta-elemene
4401,"[Compound(92313), Compound(6432404)]",gamma-cadinene
4402,[Compound(12313020)],gamma-muurolene
4403,[Compound(91723653)],Germacrene-D
4404,"[Compound(12304985), Compound(101716), Compound(12304980), Compound(91746597)]",globulol
4405,[Compound(160799)],T-cadinol
4406,[Compound(10910653)],viridiflorene
4407,[],7-epicandicandiol
4408,[],epoxyisolinearol
4409,[],leucoseptoside A
4410,"[Compound(497896), Compound(44584552), Compound(129650412), Compound(133550451)]",linearol
4411,[Compound(5319292)],martynoside
4412,[],ozturkoside A
4413,[],ozturkoside B
4414,[],ozturkosides C
4415,[Compound(45269664)],sideroxol
4416,[],sidol
4417,"[Compound(5281800), Compound(5459010), Compound(354009), Compound(90474101), Compound(45358104), Compound(10258386), Compound(132274946)]",verbascoside
4418,[Compound(102351861)],silenorubicoside A
4419,[Compound(102351862)],silenorubicoside B
4420,[Compound(102351863)],silenorubicoside C
4421,[Compound(102351864)],silenorubicoside D
4422,[Compound(16741)],phenethyl isothiocyanate
4423,[],"8-hydroxy-3-methoxy-5H-pyrido [2, 1-c] pyrazin-5-one"
4424,[Compound(222284)],beta-sitosterol
4425,[],"ethly 2,6-dioxo-1,2,3,6-tetrahy-dropyrimidine-4-carboxylate"
4426,[Compound(11197)],lignoceric acid
4427,[Compound(259846)],lupeol
4428,[Compound(181681)],(+)-medioresinol
4429,[Compound(73399)],(+)-pinoresinol
4430,[Compound(443023)],(+)-syringaresinol
4431,[],"3, 4-dihydroxhbenzoic acid"
4432,[],3-methoxy-4-hydroxyienzoic acid
4433,[],6-methoy-hydroxycoumarin
4434,[Compound(60961)],adenosine
4435,[Compound(222284)],beta-sitosterol
4436,[],ethyl beta-d-thevetopyranosyl-(1-->4)-alpha-D-oleandropyranoside
4437,[],ethyl beta-D-thevetopyranosyl-(1-->4)-beta-D-oleandropyranoside
4438,[],nigrumnins I
4439,[],nigrumnins II
4440,[Compound(135)],p-hydroxybenzoic acid
4441,[Compound(486614)],pinoresinol-4-O-beta-D-glucopyranoside
4442,[Compound(5280460)],scopoletin
4443,[],solanigroside A
4444,[],solanigroside B
4445,[],syringaresinol-4-O-beta-D-glucopyranoside
4446,[Compound(11197)],tetracosanoic acid
4447,[],alkaloids
4448,[],essential oil
4449,[],"3/beta, 7, 4'-trihydroxy-5-methoxy-8-[3,3-dimethylallyl] -flavanone"
4450,[Compound(513197)],isoxanthohumol
4451,"[Compound(11982640), Compound(5318882), Compound(10812923), Compound(26209049)]",kurarinone
4452,"[Compound(20832634), Compound(133612300)]",kushenol I
4453,[],"-methoxy-7, 2', 4'-trihydroxy-8-[3,3-dimethylallyl] -flavanone"
4454,[],nor-kurarinone [(2S) -sophoraflavanone G]
4455,[],"(-)-13,14-dehydrosophoridine"
4456,[Compound(132555388)],(-)-9alpha-hydroxysophocarpine
4457,[Compound(5351589)],(-)-anagyrine
4458,[Compound(115269)],(-)-sophocarpine
4459,[Compound(44408595)],(+)-12alpha-Hydroxysophocarpine
4460,[],(+)-9alpha-hydroxymatrine
4461,[Compound(7000681)],(+)-allomatrine
4462,[Compound(3041752)],(+)-lehmannine
4463,"[Compound(91466), Compound(285698), Compound(165549), Compound(7075140), Compound(86573029)]",(+)-matrine
4464,[],(+)-oxymatrine
4465,[],(+)-oxysophocarpine
4466,[Compound(44428631)],kuraidin
4467,[Compound(44563198)],kurarinol
4468,[],kushenol H
4469,"[Compound(5318897), Compound(44428630)]",kushenol K
4470,[Compound(9929189)],sophoflavescenol
4471,[Compound(442827)],trifolirhizin
4472,[Compound(91089893)],"6,7,10-trihydroxy-8-octadecenoic acid"
4473,[],beta-sitosterol plamitate
4474,[],daucosterol plamitate
4475,[],SanLeng diphenylacetypene
4476,[],SanLeng diphenyllactone
4477,[Compound(6251)],D-mannitol
4478,"[Compound(222285), Compound(8998), Compound(169019)]",erythrol
4479,[],"isorhamnetin-3-O-[6""-(3-hydroxy-3-methylglutaroyl)-beta-D-glucopyranoside]"
4480,[],n-butyl-O-beta-D-fructopyranoside
4481,[Compound(938)],nicotinic acid
4482,[Compound(5280459)],quercitrin
4483,[Compound(1110)],succinic acid
4484,[Compound(6029)],uridine
4485,[Compound(6508206)],a-humulene
4486,[Compound(441005)],delta-cadinene
4487,[Compound(12309449)],delta-elemene
4488,[Compound(91723653)],germacrene-D
4489,[Compound(5281515)],trans-beta-caryophyllene
4490,[],"1, 4-methano-1 H-indene"
4491,[Compound(6654)],alpha-pinene
4492,[Compound(11142)],Beta-Phellandrene
4493,[Compound(441005)],delta-cadinene
4494,"[Compound(5317570), Compound(6436582), Compound(5373727), Compound(91104), Compound(49796490), Compound(91723653)]",germacrene D
4495,[Compound(91723653)],germacrene-D
4496,[Compound(31253)],myrcene
4497,[],?-pinene
4498,[],?-thujone
4499,[],?-phellandrene
4500,[Compound(102351256)],staphylionoside A
4501,[],staphylionoside B
4502,[Compound(11327159)],staphylionoside C
4503,[Compound(15628136)],staphylionoside D
4504,[Compound(11211418)],staphylionoside E
4505,[],staphylionoside F
4506,[Compound(11307149)],staphylionoside G
4507,[Compound(11774473)],staphylionoside I
4508,[Compound(11395644)],staphylionoside J
4509,[],staphylionoside K
4510,"[Compound(10200848), Compound(176893), Compound(101286230), Compound(44144274)]",Acutumine
4511,[Compound(159966)],Aknadinine
4512,[Compound(12302744)],cepharamine
4513,[],cepharatines A
4514,[],cepharatines B
4515,[],cepharatines C
4516,[],cepharatines D
4517,[Compound(161665)],corydalmine
4518,[Compound(10153)],corydine
4519,"[Compound(11186895), Compound(185605), Compound(12304090)]",corypalmine
4520,"[Compound(22955), Compound(439654)]",Discretamine
4521,[Compound(10143)],isocorydine
4522,[Compound(10689393)],isocorydione
4523,[Compound(122691)],lysicamine
4524,[Compound(19009)],palmatine
4525,"[Compound(821366), Compound(5408233), Compound(625160), Compound(165181)]",sinoacutine
4526,[Compound(5459308)],Sinomenine
4527,[Compound(44179675)],sinoracutine
4528,"[Compound(618654), Compound(21768999)]",Stephasunoline
4529,[],tetrahadropalmatine
4530,[Compound(193686)],(+)-stepharine
4531,[Compound(94149)],capaurine
4532,[Compound(15967406)],cephamonine
4533,[Compound(19009)],palmatine
4534,"[Compound(821366), Compound(5408233), Compound(625160), Compound(165181)]",sinoacutine
4535,[Compound(5459308)],sinomenine
4536,[Compound(10358881)],stepharanine
4537,"[Compound(5417), Compound(72301), Compound(969488)]",tetrahydropalmatine
4538,[Compound(12302744)],Cepharamine
4539,[Compound(135447750)],Daurioxoisoporphine D
4540,[],l-tetrahadropalmatine
4541,"[Compound(618347), Compound(21769000)]",Stephamiersine
4542,[],Telitoxine
4543,[Compound(11168362)],(-)-pinoresinol glucoside
4544,[Compound(100528)],arctiin
4545,[],dihydrodehydrodiconiferyl alcohol 9'-O-glucoside
4546,[Compound(485186)],egonol
4547,[Compound(485187)],egonol glucoside
4548,[Compound(486612)],matairesinoside
4549,[Compound(486612)],matairesinoside
4550,[Compound(131752679)],methylsyringin
4551,[Compound(486614)],pinoresinol-4-O-beta-D-glucopyranoside
4552,[Compound(11157094)],styraxjaponoside A
4553,[Compound(11341614)],styraxjaponoside B
4554,[],styraxjaponoside C
4555,[Compound(11752938)],styraxlignolide B
4556,[Compound(11398272)],styraxlignolide C
4557,[Compound(11179934)],styraxlignolide D
4558,[Compound(11432381)],styraxlignolide E
4559,[Compound(11330069)],styraxlignolide F
4560,[Compound(5316860)],syringin
4561,[Compound(5316860)],syringin
4562,"[Compound(92097), Compound(344467), Compound(5458935), Compound(5270611), Compound(129316882), Compound(137705053), Compound(146156832)]",taraxerol
4563,[],angustins A
4564,[],angustins B
4565,[],daviditin A
4566,[],daviditin B
4567,[Compound(5281634)],gentiacaulein
4568,[Compound(5281653)],methylswertianin
4569,[Compound(5281626)],"1,3,5,8-tetrahydroxyxanthone"
4570,[Compound(76317201)],"1,7-dihydroxy-3,4,8-trimethoxyxanthone"
4571,[Compound(5281623)],bellidifolin
4572,[Compound(222284)],beta-sitosterol
4573,"[Compound(5742590), Compound(296119), Compound(45358119), Compound(137705755), Compound(71628), Compound(5458359), Compound(12309072), Compound(129316834)]",daucosterol
4574,[Compound(5281634)],gentiacaulein
4575,[Compound(5281653)],methylswertianin
4576,[Compound(10494)],oleanolic acid
4577,[Compound(5281661)],swertianin
4578,"[Compound(5281662), Compound(5858086), Compound(44144324)]",swertianolin
4579,[],"1,5-dihydroxy-3-methoxy-6-O-primeverosyl xanthone"
4580,[],"8-hydroxy-3,5-dimethoxy-1-O-primeverosyl xanthone"
4581,[Compound(5281626)],bellidin
4582,[Compound(5281635)],gentisein
4583,[Compound(5322042)],isobellidifolin
4584,[Compound(46919214)],puniceaside A
4585,[Compound(49863991)],puniceaside B
4586,[Compound(102043580)],puniceaside C
4587,[Compound(46919312)],puniceaside D
4588,[Compound(46919395)],puniceaside E
4589,[Compound(100991966)],6-acetoxyhumilinolide C
4590,[],11-deoxyswietenialide D
4591,[Compound(102279628)],12alpha-acetoxyswietephragmin C
4592,[Compound(102279630)],12alpha-acetoxyswietephragmin D
4593,[],1-O-acetylkhayanolide A
4594,[Compound(101076684)],1-O-Acetylkhayanolide B
4595,"[Compound(91895449), Compound(124222313), Compound(129316653), Compound(138114072), Compound(145712295), Compound(146156203)]",1-O-Deacetylkhayanolide E
4596,[],"2,11-diacetoxyswietenialide D"
4597,[],2-acetoxyswietenialide D
4598,[Compound(21672225)],"3beta,6-dihydroxydihydrocarapin"
4599,[Compound(102279629)],3beta-O-destigloyl-3beta-O-benzoyl-12alpha-acetoxyswietephragmin C
4600,[Compound(102279631)],3beta-O-destigloyl-3beta-O-benzoyl-12alpha-acetoxyswietephragmin D
4601,[Compound(102279627)],3beta-O-destigloyl-3beta-O-benzoyl-6-O-acetylswietephragmin E
4602,[Compound(102279626)],6-O-acetylswietephragmin E
4603,[Compound(21672224)],augustineolide
4604,"[Compound(9064), Compound(107957)]",catechin
4605,[Compound(72276)],epicatechin
4606,[Compound(101321330)],epoxyfebrinin B
4607,[Compound(101936275)],Khayalactone
4608,"[Compound(76330468), Compound(101069232)]",Khayanolide A
4609,"[Compound(76319611), Compound(101069233)]",Khayanolide B
4610,[],Khayanolide E
4611,[],Khayanone
4612,[],methyl-6-?-hydroxy angolensate
4613,[],O-acetyl-swietenolide
4614,[Compound(102033438)],swietemacrophyllanin
4615,[],Swietenine J
4616,[Compound(101486442)],swietenitin A
4617,[Compound(101486443)],swietenitin B
4618,[Compound(101486444)],swietenitin C
4619,[Compound(101486445)],swietenitin D
4620,[Compound(101486446)],swietenitin E
4621,[Compound(101486447)],swietenitin F
4622,[Compound(101486448)],swietenitin G
4623,[Compound(101486449)],swietenitin H
4624,[Compound(101486450)],swietenitin I
4625,[Compound(101486452)],swietenitin J
4626,[Compound(101486453)],swietenitin K
4627,[Compound(101486454)],swietenitin L
4628,[Compound(101486451)],swietenitin M
4629,[Compound(101486451)],swietenitin M
4630,[Compound(101786375)],swietenitin N
4631,[Compound(101786376)],swietenitin O
4632,[Compound(101786377)],swietenitin P
4633,[Compound(101786378)],swietenitin Q
4634,[Compound(101786379)],swietenitin R
4635,[Compound(101786380)],swietenitin S
4636,[Compound(101786381)],swietenitin T
4637,[],swietenitin U
4638,[Compound(101786383)],swietenitin V
4639,[Compound(101786384)],swietenitin W
4640,[Compound(101786385)],swietenitin X
4641,"[Compound(23258997), Compound(98042567)]",Swietenolide diacetate
4642,[Compound(6442863)],isoligustroside
4643,[Compound(6442862)],isooleuropein
4644,[Compound(25080074)],Safghanoside A
4645,[Compound(25080075)],Safghanoside B
4646,[Compound(25080076)],Safghanoside C
4647,[Compound(11968906)],Safghanoside D
4648,[Compound(11972455)],Safghanoside E
4649,[Compound(25080077)],Safghanoside F
4650,[Compound(11972456)],Safghanoside G
4651,[Compound(11972457)],Safghanoside H
4652,[],(-)-olivil-4'-O-beta-D: -glucopyranoside
4653,[Compound(102422530)],cis-echinacoside
4654,[],decaffeoylacteoside
4655,[],glycosides-3'-O-beta-D: -glucopyranosysalidroside
